TA_F,SW_IN_F,RH,NETRAD,PA_F,WS_F,USTAR,PPFD_IN,P_F,CO2_F,VPD_kPa,SWC_m3m3,VPD_F,TIMESTAMP_START,TIMESTAMP_END
13.789,401.08,95.22224783362218,310.69,96.92,5.22,1.2566,876.87,0.0,395.32,0.6153,0.1065,6.153,2011-05-23 15:30:00,2011-05-23 16:00:00
14.839,301.96,95.26882149046791,219.96,96.903,7.576,1.3169,658.59,0.0,395.41,0.7237,0.106,7.237,2011-05-23 16:00:00,2011-05-23 16:30:00
14.417,265.62,95.3153951473137,194.42,96.983,6.402,1.318,580.03,0.0,395.08,0.7086,0.106,7.086,2011-05-23 16:30:00,2011-05-23 17:00:00
15.033,326.12,95.36196880415945,232.26,97.0,6.926,1.305,712.15,0.0,393.43,0.7311,0.1055,7.311,2011-05-23 17:00:00,2011-05-23 17:30:00
12.405,138.12,95.4085424610052,94.634,97.0,6.197,1.0144,304.44,0.0,392.98,0.4296,0.1055,4.295999999999999,2011-05-23 17:30:00,2011-05-23 18:00:00
12.332,102.89,95.45511611785096,60.975,97.0,5.12,1.051,221.7,0.0,395.0,0.3714,0.1055,3.714,2011-05-23 18:00:00,2011-05-23 18:30:00
12.919,144.74,95.5016897746967,73.324,97.0,5.705,0.76881,310.46,0.0,395.17,0.4450999999999999,0.1055,4.450999999999999,2011-05-23 18:30:00,2011-05-23 19:00:00
10.734,34.383,95.54826343154244,4.09,97.097,5.596,0.64139,83.461,0.0,395.88,0.2844,0.105,2.844,2011-05-23 19:00:00,2011-05-23 19:30:00
10.269,14.046,95.5948370883882,-7.1656,97.123,4.171,0.69893,34.055,0.0,397.99,0.2934,0.105,2.934,2011-05-23 19:30:00,2011-05-23 20:00:00
10.213,0.348,95.64141074523396,-6.5945,97.2,5.71,0.91937,3.5296,0.0,400.82,0.2908,0.105,2.908,2011-05-23 20:00:00,2011-05-23 20:30:00
10.29,0.0,95.68798440207972,-8.0922,97.283,5.792,1.0324,2.3990466666666665,0.0,402.16,0.2931,0.1045,2.931,2011-05-23 20:30:00,2011-05-23 21:00:00
10.356,0.0,95.73455805892549,-8.5094,97.373,6.111,0.87507,1.2684933333333333,0.0,400.46,0.2938,0.1045,2.938,2011-05-23 21:00:00,2011-05-23 21:30:00
10.411,0.0,95.78113171577122,-8.7311,97.4,6.34,1.0571,0.13794,0.0,398.07,0.2938,0.1045,2.938,2011-05-23 21:30:00,2011-05-23 22:00:00
10.473,0.0,95.82770537261698,-9.8103,97.423,6.985,1.135,0.11987725,0.0,396.14,0.2943,0.1045,2.943,2011-05-23 22:00:00,2011-05-23 22:30:00
10.534,0.0,95.87427902946274,-9.8063,97.5,7.469,1.0897,0.1018145,0.0,395.15,0.2945,0.1045,2.945,2011-05-23 22:30:00,2011-05-23 23:00:00
10.593,0.0,95.92085268630848,-9.3782,97.567,6.316,0.95908,0.08375175,0.0,394.78,0.2944,0.104,2.944,2011-05-23 23:00:00,2011-05-23 23:30:00
10.653,0.0,95.96742634315424,-7.0417,97.61,4.461,0.76065,0.065689,0.0,395.14,0.2942,0.104,2.942,2011-05-23 23:30:00,2011-05-24 00:00:00
6.822,0.0,96.014,-5.3218,97.7,3.95,0.73286,0.0866034285714285,0.0,395.25,0.0395,0.104,0.395,2011-05-24 00:00:00,2011-05-24 00:30:00
6.969,0.0,92.492,-8.962,97.7,4.506,0.681295,0.1075178571428571,0.0,394.83,0.0751,0.104,0.751,2011-05-24 00:30:00,2011-05-24 01:00:00
7.001,0.0,88.176,-10.359,97.77,4.655,0.62973,0.1284322857142857,0.0,394.68,0.1185,0.1035,1.185,2011-05-24 01:00:00,2011-05-24 01:30:00
7.384,0.0,90.502,-9.1869,97.8,4.299,0.64903,0.1493467142857142,0.0,394.96,0.0977,0.1035,0.977,2011-05-24 01:30:00,2011-05-24 02:00:00
7.135,0.0,90.183,-8.891,97.8,4.235,0.64657,0.1702611428571428,0.0,395.14,0.0993,0.1035,0.993,2011-05-24 02:00:00,2011-05-24 02:30:00
7.043,0.0,90.053,-10.329,97.877,3.673,0.48088,0.1911755714285714,0.0,395.57,0.1,0.1035,1.0,2011-05-24 02:30:00,2011-05-24 03:00:00
6.56,0.0,87.365,-22.334,97.9,5.03,0.67591,0.21209,0.0,395.39,0.1227999999999999,0.1035,1.2279999999999989,2011-05-24 03:00:00,2011-05-24 03:30:00
6.07,0.0,84.643,-14.699,97.9,4.258,0.78665,0.2304466666666666,0.0,395.59,0.1443,0.1035,1.443,2011-05-24 03:30:00,2011-05-24 04:00:00
6.489,0.0,85.697,-11.032,97.99,3.943,0.61679,0.2488033333333333,0.0,396.07,0.1384,0.1035,1.384,2011-05-24 04:00:00,2011-05-24 04:30:00
6.199,0.22,86.173,-9.7832,98.023,3.237,0.62574,0.26716,0.0,396.46,0.1311,0.103,1.311,2011-05-24 04:30:00,2011-05-24 05:00:00
6.138,4.078,92.919,-2.9919,98.1,3.855,0.62318,10.161,0.0,396.28,0.0669,0.103,0.669,2011-05-24 05:00:00,2011-05-24 05:30:00
5.611,22.623,94.151,13.757,98.11,3.776,0.55201,48.503,0.0,396.24,0.0533,0.1025,0.533,2011-05-24 05:30:00,2011-05-24 06:00:00
5.719,45.642,86.378,32.089,98.2,4.014,0.74718,96.467,0.0,395.88,0.125,0.1025,1.25,2011-05-24 06:00:00,2011-05-24 06:30:00
6.316,89.927,83.553,71.966,98.2,4.006,0.79981,185.3,0.0,395.79,0.1572,0.1025,1.572,2011-05-24 06:30:00,2011-05-24 07:00:00
6.015,138.46,80.319,112.74,98.23,3.7,0.66878,282.88,0.0,395.44,0.1843,0.1025,1.843,2011-05-24 07:00:00,2011-05-24 07:30:00
6.129,170.64,79.812,137.47,98.3,3.687,0.63742,348.35,0.0,395.27,0.1905,0.1025,1.905,2011-05-24 07:30:00,2011-05-24 08:00:00
6.67,208.3,80.287,167.77,98.357,3.292,0.5596,426.01,0.0,395.13,0.1931,0.1025,1.931,2011-05-24 08:00:00,2011-05-24 08:30:00
6.829,278.95,79.26,226.32,98.4,3.533,0.63097,567.24,0.0,395.07,0.2053999999999999,0.1025,2.053999999999999,2011-05-24 08:30:00,2011-05-24 09:00:00
7.151,399.54,77.804,325.77,98.4,3.588,0.57186,805.68,0.0,395.04,0.2248,0.1025,2.248,2011-05-24 09:00:00,2011-05-24 09:30:00
7.408,525.17,74.919,429.98,98.4,3.345,0.70701,1064.5,0.0,394.66,0.2585,0.1025,2.585,2011-05-24 09:30:00,2011-05-24 10:00:00
8.138,535.83,72.784,438.64,98.4,3.271,0.79799,1092.1,0.0,394.36,0.2948,0.1025,2.948,2011-05-24 10:00:00,2011-05-24 10:30:00
8.956,636.74,70.313,501.34,98.4,2.406,0.62567,1329.8,0.0,393.46,0.3399,0.102,3.399,2011-05-24 10:30:00,2011-05-24 11:00:00
9.983,685.87,67.724,548.46,98.4,2.765,0.65083,1443.9,0.0,392.82,0.396,0.102,3.96,2011-05-24 11:00:00,2011-05-24 11:30:00
10.889,916.92,64.756,718.84,98.457,2.961,0.64621,1926.4,0.0,391.74,0.4594,0.1015,4.593999999999999,2011-05-24 11:30:00,2011-05-24 12:00:00
12.051,786.84,63.698,611.69,98.5,2.311,0.70099,1663.4,0.0,391.02,0.511,0.1015,5.11,2011-05-24 12:00:00,2011-05-24 12:30:00
12.224,980.64,62.62,769.4,98.5,2.746,0.59842,2081.5,0.0,391.25,0.5322,0.1015,5.322,2011-05-24 12:30:00,2011-05-24 13:00:00
12.836,990.28,60.263,769.66,98.5,2.176,0.66553,1968.6,0.0,390.76,0.589,0.1015,5.89,2011-05-24 13:00:00,2011-05-24 13:30:00
13.274,874.45,58.812,680.45,98.5,2.547,0.63262,1855.7,0.0,389.84,0.6282,0.1009999999999999,6.282,2011-05-24 13:30:00,2011-05-24 14:00:00
13.669,732.41,58.625,560.52,98.5,2.106,0.6755,1560.1,0.0,389.27,0.6475,0.1009999999999999,6.475,2011-05-24 14:00:00,2011-05-24 14:30:00
13.795,647.46,56.81,484.65,98.5,2.61,0.61842,1384.5,0.0,389.53,0.6815,0.1009999999999999,6.8149999999999995,2011-05-24 14:30:00,2011-05-24 15:00:00
14.321,762.93,54.481,564.21,98.5,3.047,0.81464,1616.0,0.0,389.51,0.7432000000000001,0.1009999999999999,7.432,2011-05-24 15:00:00,2011-05-24 15:30:00
13.706,378.35,54.649,252.06,98.5,2.267,0.49852,818.27,0.0,389.25,0.7115,0.1009999999999999,7.115,2011-05-24 15:30:00,2011-05-24 16:00:00
14.093,413.07,53.681,283.62,98.593,2.393,0.87172,887.81,0.0,388.81,0.7452,0.1005,7.452,2011-05-24 16:00:00,2011-05-24 16:30:00
14.056,575.8,53.353,398.76,98.6,4.137,0.52983,1212.2,0.0,389.19,0.7485999999999999,0.1005,7.485999999999999,2011-05-24 16:30:00,2011-05-24 17:00:00
13.868,468.14,53.278,297.82,98.6,3.064,0.64062,988.15,0.0,389.11,0.7407,0.1,7.407,2011-05-24 17:00:00,2011-05-24 17:30:00
13.286,374.43,53.1,215.79,98.6,3.746,0.63682,788.98,0.0,389.26,0.7159,0.1,7.159,2011-05-24 17:30:00,2011-05-24 18:00:00
13.048,278.34,54.672,131.51,98.6,3.315,0.55226,582.05,0.0,389.33,0.6812,0.1,6.812,2011-05-24 18:00:00,2011-05-24 18:30:00
13.002,187.59,56.119,51.423,98.6,2.925,0.47289,392.27,0.0,389.2,0.6575,0.0994999999999999,6.574999999999999,2011-05-24 18:30:00,2011-05-24 19:00:00
12.301,103.01,56.437,-19.865,98.6,2.796,0.41768,213.35,0.0,389.48,0.6234,0.0994999999999999,6.234,2011-05-24 19:00:00,2011-05-24 19:30:00
11.69,37.635,55.956,-69.059,98.643,2.944,0.38961,73.255,0.0,390.33,0.6054,0.0994999999999999,6.054,2011-05-24 19:30:00,2011-05-24 20:00:00
10.946,2.216,60.19,-87.91,98.7,2.714,0.16029,11.959,0.0,390.76,0.5208999999999999,0.099,5.209,2011-05-24 20:00:00,2011-05-24 20:30:00
10.301,0.0,66.492,-90.73,98.7,2.733,0.28082,6.06976,0.0,391.89,0.42,0.099,4.2,2011-05-24 20:30:00,2011-05-24 21:00:00
9.153,0.0,70.657,-91.612,98.7,3.146,0.40318,0.18052,0.0,393.11,0.3404999999999999,0.099,3.4049999999999994,2011-05-24 21:00:00,2011-05-24 21:30:00
8.196,0.0,72.452,-90.265,98.737,3.812,0.46089,0.20995,0.0,393.14,0.2996,0.099,2.9959999999999996,2011-05-24 21:30:00,2011-05-24 22:00:00
7.595,0.0,74.693,-87.645,98.743,4.412,0.38976,0.23938,0.0,393.66,0.2642,0.099,2.642,2011-05-24 22:00:00,2011-05-24 22:30:00
6.991,0.0,77.756,-85.955,98.723,4.742,0.46114,0.26881,0.0,394.75,0.2228,0.099,2.2279999999999998,2011-05-24 22:30:00,2011-05-24 23:00:00
6.53,0.0,78.21,-85.248,98.8,3.074,0.59674,0.29824,0.0,395.36,0.2113999999999999,0.099,2.113999999999999,2011-05-24 23:00:00,2011-05-24 23:30:00
6.283,0.0,78.634,-84.824,98.8,2.663,0.25614,0.27346,0.0,395.44,0.2037999999999999,0.0984999999999999,2.037999999999999,2011-05-24 23:30:00,2011-05-25 00:00:00
5.88,0.0,80.671,-80.192,98.78,2.712,0.35219,0.24868,0.0,396.38,0.1793,0.0984999999999999,1.793,2011-05-25 00:00:00,2011-05-25 00:30:00
5.45,0.0,83.761,-77.486,98.767,2.844,0.32688,0.2239,0.0,397.04,0.1462,0.0984999999999999,1.462,2011-05-25 00:30:00,2011-05-25 01:00:00
5.41,0.0,85.966,-71.362,98.75,1.962,0.23615,0.19912,0.0,397.59,0.126,0.0984999999999999,1.26,2011-05-25 01:00:00,2011-05-25 01:30:00
5.376,0.0,84.852,-74.339,98.763,2.274,0.19122,0.17434,0.0,397.45,0.1357,0.0984999999999999,1.3569999999999998,2011-05-25 01:30:00,2011-05-25 02:00:00
4.983,0.0,84.432,-76.968,98.737,2.284,0.16042,0.14956,0.0,397.85,0.1357,0.098,1.3569999999999998,2011-05-25 02:00:00,2011-05-25 02:30:00
4.511,0.0,84.626,-76.376,98.757,1.756,0.094233,0.12478,0.0,397.84,0.1296,0.098,1.2959999999999998,2011-05-25 02:30:00,2011-05-25 03:00:00
4.959,0.0,85.212,-67.327,98.743,1.18,0.10478,0.49427,0.0,397.51,0.1286999999999999,0.098,1.286999999999999,2011-05-25 03:00:00,2011-05-25 03:30:00
4.874,0.0,84.865,-62.541,98.7,2.21,0.076677,0.271277,0.0,397.81,0.1309,0.098,1.309,2011-05-25 03:30:00,2011-05-25 04:00:00
5.133,0.0,85.953,-62.96,98.7,2.208,0.046223,0.048284,0.0,398.63,0.1237,0.098,1.237,2011-05-25 04:00:00,2011-05-25 04:30:00
5.12,0.626,86.133,-55.675,98.7,2.626,0.092854,3.4123,0.0,398.02,0.122,0.098,1.22,2011-05-25 04:30:00,2011-05-25 05:00:00
4.165,11.555,86.703,-52.966,98.7,1.534,0.10334,29.448,0.0,399.44,0.1094,0.098,1.0939999999999999,2011-05-25 05:00:00,2011-05-25 05:30:00
4.407,51.816,89.23,-15.56,98.7,1.331,0.076923,109.42,0.0,400.4,0.0902,0.098,0.902,2011-05-25 05:30:00,2011-05-25 06:00:00
4.842,87.333,91.309,12.806,98.7,2.081,0.11995,184.4,0.0,401.99,0.075,0.0975,0.75,2011-05-25 06:00:00,2011-05-25 06:30:00
4.962,183.91,91.372,68.53,98.68,1.133,0.13593,384.16,0.0,402.89,0.0751,0.0975,0.751,2011-05-25 06:30:00,2011-05-25 07:00:00
5.999,330.07,84.316,186.89,98.663,1.548,0.2392,692.99,0.0,400.46,0.1467,0.098,1.467,2011-05-25 07:00:00,2011-05-25 07:30:00
7.464,421.04,79.869,266.71,98.7,1.755,0.29212,891.81,0.0,398.42,0.2083,0.098,2.083,2011-05-25 07:30:00,2011-05-25 08:00:00
8.402,513.39,75.852,347.55,98.7,1.76,0.21288,1091.0,0.0,398.1,0.2663,0.098,2.663,2011-05-25 08:00:00,2011-05-25 08:30:00
9.936,588.47,69.83,414.29,98.647,1.06,0.34575,1263.2,0.0,396.28,0.369,0.098,3.69,2011-05-25 08:30:00,2011-05-25 09:00:00
11.646,659.51,65.555,479.74,98.6,1.16,0.61432,1424.7,0.0,393.88,0.4721,0.098,4.721,2011-05-25 09:00:00,2011-05-25 09:30:00
12.044,666.33,65.007,491.42,98.53,2.7,0.73462,1453.9,0.0,392.65,0.4924,0.0975,4.924,2011-05-25 09:30:00,2011-05-25 10:00:00
12.649,743.92,62.418,556.11,98.5,3.118,0.60253,1622.0,0.0,391.33,0.5503,0.0975,5.503,2011-05-25 10:00:00,2011-05-25 10:30:00
13.87,698.41,54.984,525.08,98.5,3.184,0.50227,1527.6,0.0,390.95,0.7138,0.0969999999999999,7.138,2011-05-25 10:30:00,2011-05-25 11:00:00
13.25,684.36,62.053,518.36,98.5,4.855,0.4647,1509.7,0.0,390.27,0.5779,0.0969999999999999,5.779,2011-05-25 11:00:00,2011-05-25 11:30:00
12.8,641.87,62.968,485.62,98.5,5.143,0.4459,1421.1,0.0,390.11,0.5476,0.0969999999999999,5.476,2011-05-25 11:30:00,2011-05-25 12:00:00
13.152,532.56,63.423,404.41,98.42,4.248,0.66215,1191.7,0.0,389.51,0.5535,0.0969999999999999,5.535,2011-05-25 12:00:00,2011-05-25 12:30:00
13.383,434.8,62.572,329.65,98.403,3.901,0.61113,979.25,0.0,388.66,0.575,0.0969999999999999,5.75,2011-05-25 12:30:00,2011-05-25 13:00:00
13.21,403.75,58.646,301.86,98.4,3.641,0.61326,922.9,0.0,388.06,0.6281,0.0965,6.281,2011-05-25 13:00:00,2011-05-25 13:30:00
13.066,318.1,59.381,242.4,98.4,3.47,0.64754,736.13,0.0,386.63,0.6112,0.0965,6.112,2011-05-25 13:30:00,2011-05-25 14:00:00
12.505,273.09,58.088,207.56,98.377,3.707,0.7296,629.83,0.0,386.92,0.6079,0.0965,6.079,2011-05-25 14:00:00,2011-05-25 14:30:00
12.003,156.31,57.606,109.24,98.3,3.867,0.82294,369.87,0.0,387.34,0.5949,0.096,5.949,2011-05-25 14:30:00,2011-05-25 15:00:00
11.884,196.42,56.107,146.81,98.3,4.869,0.68585,463.31,0.0,387.39,0.6111,0.096,6.111,2011-05-25 15:00:00,2011-05-25 15:30:00
11.511,144.06,58.799,102.19,98.22,4.92,0.67583,343.47,0.0,387.32,0.5597000000000001,0.096,5.597000000000001,2011-05-25 15:30:00,2011-05-25 16:00:00
11.073,121.08,62.921,87.961,98.2,4.551,0.59788,299.18,0.0,387.26,0.4892999999999999,0.096,4.892999999999999,2011-05-25 16:00:00,2011-05-25 16:30:00
9.92,79.017,74.52,57.709,98.21,3.068,0.45276,192.45,0.2,387.04,0.3113,0.0955,3.1130000000000004,2011-05-25 16:30:00,2011-05-25 17:00:00
8.783,75.181,84.951,58.326,98.207,2.344,0.34436,179.5,0.0,387.21,0.1703,0.0955,1.703,2011-05-25 17:00:00,2011-05-25 17:30:00
8.395,40.653,90.12,30.499,98.2,2.007,0.1927,98.973,0.7,387.23,0.1089,0.0955,1.089,2011-05-25 17:30:00,2011-05-25 18:00:00
8.742,36.681,96.024,29.012,98.207,2.247,0.26531,85.892,0.4,387.91,0.0449,0.0955,0.449,2011-05-25 18:00:00,2011-05-25 18:30:00
8.357,35.001,96.778,28.124,98.2,2.442,0.3363,78.452,0.3,388.7,0.0354,0.096,0.354,2011-05-25 18:30:00,2011-05-25 19:00:00
8.327,31.137,97.174,24.567,98.17,2.289,0.56705,66.038,0.1,389.32,0.031,0.0969999999999999,0.31,2011-05-25 19:00:00,2011-05-25 19:30:00
7.767,12.221,95.188,7.8328,98.1,3.783,0.5064775,24.061,0.0,390.05,0.0508,0.098,0.508,2011-05-25 19:30:00,2011-05-25 20:00:00
7.773,0.844,95.204,-1.9311,98.1,3.587,0.445905,16.112436666666667,0.0,390.87,0.0507,0.098,0.507,2011-05-25 20:00:00,2011-05-25 20:30:00
8.066,0.0,93.439,-2.9271,98.103,3.39,0.3853325,8.163873333333333,0.0,390.98,0.0707,0.0975,0.707,2011-05-25 20:30:00,2011-05-25 21:00:00
8.342,0.0,96.405,-2.5977,98.2,3.137,0.32476,0.21531,0.1,391.81,0.0395,0.0969999999999999,0.395,2011-05-25 21:00:00,2011-05-25 21:30:00
8.782,0.0,96.362,-3.0905,98.27,2.997,0.3920233333333333,0.2432053333333333,0.4,391.33,0.0412,0.0969999999999999,0.41200000000000003,2011-05-25 21:30:00,2011-05-25 22:00:00
8.094,0.0,94.814,-3.1829,98.28,2.801,0.4592866666666666,0.2711006666666666,0.4,392.4,0.056,0.0975,0.56,2011-05-25 22:00:00,2011-05-25 22:30:00
8.03,0.211,88.681,-7.2095,98.21,3.232,0.52655,0.298996,0.1,393.57,0.1217,0.099,1.217,2011-05-25 22:30:00,2011-05-25 23:00:00
7.781,0.0,82.385,-8.2675,98.2,2.877,0.39814,0.3268913333333333,0.0,394.65,0.1862,0.099,1.862,2011-05-25 23:00:00,2011-05-25 23:30:00
7.824,0.362,78.838,-6.5581,98.1,2.797,0.46157,0.3547866666666667,0.0,395.7,0.2244,0.0984999999999999,2.2439999999999998,2011-05-25 23:30:00,2011-05-26 00:00:00
7.598,0.995,75.376,-5.6906,98.063,3.769,0.63179,0.3826819999999999,0.0,396.28,0.2571,0.098,2.5709999999999997,2011-05-26 00:00:00,2011-05-26 00:30:00
7.787,0.68,73.052,-6.3513,98.003,3.113,0.54345,0.4105773333333333,0.0,395.58,0.285,0.098,2.8499999999999996,2011-05-26 00:30:00,2011-05-26 01:00:00
8.05,0.435,71.466,-7.0694,98.053,2.673,0.38286,0.4384726666666666,0.0,395.67,0.3072,0.098,3.0719999999999996,2011-05-26 01:00:00,2011-05-26 01:30:00
7.889,0.0,71.812,-11.89,98.1,3.608,0.44395,0.466368,0.0,396.18,0.3001999999999999,0.098,3.001999999999999,2011-05-26 01:30:00,2011-05-26 02:00:00
7.643,0.0,72.767,-16.556,98.023,3.171,0.56147,0.4942633333333333,0.0,396.69,0.2852,0.098,2.8520000000000003,2011-05-26 02:00:00,2011-05-26 02:30:00
7.495,0.0,75.341,-21.976,98.02,4.251,0.57854,0.5221586666666667,0.0,397.21,0.2556,0.0975,2.556,2011-05-26 02:30:00,2011-05-26 03:00:00
7.719,0.0,77.544,-25.318,98.0,4.892,0.77448,0.550054,0.0,397.61,0.2364,0.0975,2.364,2011-05-26 03:00:00,2011-05-26 03:30:00
7.89,0.0,79.867,-14.724,98.0,5.277,0.80024,0.5779493333333333,0.0,399.12,0.2144,0.0975,2.144,2011-05-26 03:30:00,2011-05-26 04:00:00
8.179,0.0,78.909,-19.351,98.07,5.809,0.82784,0.6058446666666666,0.0,398.75,0.2291,0.0969999999999999,2.291,2011-05-26 04:00:00,2011-05-26 04:30:00
8.034,0.255,77.328,-23.149,98.1,6.241,1.0255,0.63374,0.0,396.81,0.2439,0.0969999999999999,2.439,2011-05-26 04:30:00,2011-05-26 05:00:00
7.56,6.199,75.456,-30.068,98.13,6.083,1.0887,14.768,0.0,395.85,0.2556,0.0965,2.556,2011-05-26 05:00:00,2011-05-26 05:30:00
6.97,19.885,74.54,-9.0647,98.2,6.455,0.85287,41.752,0.0,396.19,0.2546,0.094,2.546,2011-05-26 05:30:00,2011-05-26 06:00:00
6.663,30.899,72.539,4.7593,98.213,5.869,1.0222,64.771,0.0,396.42,0.2689,0.094,2.6889999999999996,2011-05-26 06:00:00,2011-05-26 06:30:00
6.439,56.352,71.793,23.342,98.3,4.933,1.0045,119.83,0.0,396.53,0.272,0.094,2.72,2011-05-26 06:30:00,2011-05-26 07:00:00
6.121,121.63,68.771,62.949,98.353,5.21,0.71901,257.2,0.0,396.36,0.2946,0.094,2.9459999999999997,2011-05-26 07:00:00,2011-05-26 07:30:00
6.218,214.72,66.868,132.69,98.4,3.839,0.68622,455.55,0.0,395.82,0.3146,0.0935,3.146,2011-05-26 07:30:00,2011-05-26 08:00:00
6.223,302.26,64.464,203.93,98.4,5.345,0.82104,641.58,0.0,395.79,0.3376,0.0935,3.3760000000000003,2011-05-26 08:00:00,2011-05-26 08:30:00
6.369,400.5,62.326,282.3,98.4,5.068,0.80354,848.65,0.0,395.36,0.3615,0.0935,3.6149999999999998,2011-05-26 08:30:00,2011-05-26 09:00:00
6.771,501.12,60.241,362.13,98.48,4.452,0.90914,1067.7,0.0,394.9,0.3922,0.0935,3.9219999999999997,2011-05-26 09:00:00,2011-05-26 09:30:00
7.507,676.9,57.685,505.27,98.5,4.69,0.83474,1445.5,0.0,394.53,0.4391,0.0935,4.391,2011-05-26 09:30:00,2011-05-26 10:00:00
7.342,630.52,57.937,465.98,98.5,4.851,0.781,1330.2,0.0,394.15,0.4315,0.0935,4.3149999999999995,2011-05-26 10:00:00,2011-05-26 10:30:00
8.052,871.87,53.971,672.75,98.5,4.543,0.87284,1831.4,0.0,393.75,0.4957,0.0935,4.957,2011-05-26 10:30:00,2011-05-26 11:00:00
8.378,868.96,52.803,665.86,98.5,4.892,0.90405,1820.6,0.0,393.29,0.5197,0.0935,5.197000000000001,2011-05-26 11:00:00,2011-05-26 11:30:00
9.248,867.75,51.147,660.22,98.5,4.458,0.76735,1814.3,0.0,392.69,0.5705,0.0935,5.705,2011-05-26 11:30:00,2011-05-26 12:00:00
9.895,944.06,48.871,723.43,98.5,4.879,0.74028,1986.7,0.0,392.09,0.6235999999999999,0.0935,6.235999999999999,2011-05-26 12:00:00,2011-05-26 12:30:00
10.782,936.35,47.814,714.95,98.5,4.422,0.84045,1957.7,0.0,391.55,0.6754,0.0935,6.754,2011-05-26 12:30:00,2011-05-26 13:00:00
10.625,919.15,44.997,699.05,98.5,4.21,0.83411,-8.27,0.0,391.22,0.7043999999999999,0.093,7.043999999999999,2011-05-26 13:00:00,2011-05-26 13:30:00
11.991,886.59,44.93,659.51,98.5,3.67,0.84539,1630.1,0.0,390.8,0.7722,0.0925,7.7219999999999995,2011-05-26 13:30:00,2011-05-26 14:00:00
12.575,840.08,44.259,629.62,98.5,3.682,0.83358,1690.5,0.0,390.26,0.8122,0.0925,8.122,2011-05-26 14:00:00,2011-05-26 14:30:00
12.879,850.78,44.067,633.92,98.5,3.858,0.83963,1726.6,0.0,389.81,0.8314,0.0925,8.314,2011-05-26 14:30:00,2011-05-26 15:00:00
13.005,793.56,42.573,581.63,98.537,4.086,0.8906,1584.2,0.0,389.95,0.8606999999999999,0.0925,8.607,2011-05-26 15:00:00,2011-05-26 15:30:00
12.849,798.8,42.036,585.88,98.6,4.5,0.47237,1584.0,0.0,390.07,0.8599,0.0925,8.599,2011-05-26 15:30:00,2011-05-26 16:00:00
13.276,666.62,41.682,496.83,98.6,3.721,0.74468,1326.4,0.0,389.32,0.8896000000000001,0.0925,8.896,2011-05-26 16:00:00,2011-05-26 16:30:00
14.009,583.22,41.587,418.41,98.6,3.555,0.81905,1165.2,0.0,388.8,0.9346,0.0925,9.346,2011-05-26 16:30:00,2011-05-26 17:00:00
13.468,389.05,41.681,235.22,98.6,3.583,0.57955,796.16,0.0,388.72,0.9009,0.092,9.009,2011-05-26 17:00:00,2011-05-26 17:30:00
13.333,346.82,41.653,195.72,98.6,4.255,0.71714,720.26,0.0,388.68,0.8934,0.092,8.934,2011-05-26 17:30:00,2011-05-26 18:00:00
13.085,308.29,39.543,153.57,98.6,3.723,0.77531,657.25,0.0,389.12,0.9108,0.092,9.108,2011-05-26 18:00:00,2011-05-26 18:30:00
12.656,224.1,39.117,75.256,98.6,3.873,0.67135,475.49,0.0,389.25,0.8917999999999999,0.092,8.918,2011-05-26 18:30:00,2011-05-26 19:00:00
12.055,125.24,41.462,-7.8783,98.677,3.563,0.57829,263.7,0.0,389.42,0.8243,0.092,8.243,2011-05-26 19:00:00,2011-05-26 19:30:00
11.212,48.303,43.484,-66.003,98.663,3.734,0.5539,96.574,0.0,390.09,0.7525999999999999,0.0915,7.526,2011-05-26 19:30:00,2011-05-26 20:00:00
10.296,5.863,46.232,-90.822,98.7,3.799,0.5518,15.305,0.0,391.0,0.6737,0.0915,6.737,2011-05-26 20:00:00,2011-05-26 20:30:00
9.492,0.0,49.272,-96.518,98.7,3.374,0.4453,2.0258,0.0,392.06,0.6022000000000001,0.091,6.022,2011-05-26 20:30:00,2011-05-26 21:00:00
8.905,0.0,52.125,-96.054,98.7,3.271,0.43569,1.9964,0.0,393.05,0.5463,0.091,5.463,2011-05-26 21:00:00,2011-05-26 21:30:00
8.403,0.0,52.075,-94.723,98.783,3.457,0.43409,2.0082,0.0,393.92,0.5286,0.091,5.286,2011-05-26 21:30:00,2011-05-26 22:00:00
7.91,0.0,54.498,-93.344,98.8,4.268,0.37203,1.9462,0.0,395.36,0.4852999999999999,0.091,4.852999999999999,2011-05-26 22:00:00,2011-05-26 22:30:00
7.243,0.0,52.832,-92.151,98.8,4.747,0.52322,1.9598,0.0,395.87,0.4806,0.091,4.806,2011-05-26 22:30:00,2011-05-26 23:00:00
6.952,0.0,55.029,-90.166,98.8,4.723,0.35127,1.958,0.0,395.89,0.4492,0.091,4.492,2011-05-26 23:00:00,2011-05-26 23:30:00
6.945,0.0,59.424,-89.367,98.843,4.401,0.44753,1.9441,0.0,396.3,0.4051,0.091,4.051,2011-05-26 23:30:00,2011-05-27 00:00:00
6.187,0.0,63.701,-88.244,98.9,4.15,0.27024,1.9658,0.0,397.26,0.344,0.091,3.4399999999999995,2011-05-27 00:00:00,2011-05-27 00:30:00
6.026,0.0,68.251,-86.296,98.9,3.806,0.20449,1.9545,0.0,398.17,0.2975,0.091,2.9749999999999996,2011-05-27 00:30:00,2011-05-27 01:00:00
