TA_F,SW_IN_F,RH,NETRAD,PA_F,WS_F,USTAR,PPFD_IN,P_F,CO2_F,VPD_kPa,SWC_m3m3,VPD_F,TIMESTAMP_START,TIMESTAMP_END
2.141,19.594,96.231,19.399,99.3,5.865,0.4747971428571428,46.421,0.8,406.23,0.0269,0.1075,0.269,2011-12-03 10:30:00,2011-12-03 11:00:00
2.574,31.873,96.784,30.765,99.293,5.81,0.460055,72.255,0.2,406.57,0.0236,0.111,0.236,2011-12-03 11:00:00,2011-12-03 11:30:00
2.636,27.992,96.289,27.326,99.203,5.754,0.4453128571428572,64.281,0.0,407.02,0.0274,0.1125,0.274,2011-12-03 11:30:00,2011-12-03 12:00:00
3.013,20.699,95.344,19.933,99.2,5.699,0.4305707142857143,48.8,0.0,407.63,0.0353,0.113,0.353,2011-12-03 12:00:00,2011-12-03 12:30:00
3.671,21.547,95.379,19.912,99.2,5.644,0.4158285714285714,50.577,0.1,408.13,0.0366999999999999,0.113,0.366999999999999,2011-12-03 12:30:00,2011-12-03 13:00:00
4.176,21.817,96.767,20.635,99.193,5.589,0.4010864285714286,50.807,0.1,408.72,0.0266,0.1134999999999999,0.266,2011-12-03 13:00:00,2011-12-03 13:30:00
4.226,26.452,97.046,25.039,99.103,5.41,0.3863442857142857,61.623,0.4,409.28,0.0243999999999999,0.1134999999999999,0.243999999999999,2011-12-03 13:30:00,2011-12-03 14:00:00
4.33,36.923,97.045,34.281,99.1,5.231,0.3716021428571429,82.437,0.3,409.68,0.0246,0.115,0.246,2011-12-03 14:00:00,2011-12-03 14:30:00
4.369,37.674,96.663,34.833,99.1,5.052,0.35686,82.964,0.1,409.93,0.0279,0.1165,0.279,2011-12-03 14:30:00,2011-12-03 15:00:00
4.735,30.241,96.818,27.886,99.023,4.873,0.3421178571428571,65.64,0.2,410.19,0.0273,0.1175,0.273,2011-12-03 15:00:00,2011-12-03 15:30:00
4.877,23.233,96.386,21.463,99.0,4.694,0.3273757142857143,48.813,0.1,410.41,0.0313,0.119,0.313,2011-12-03 15:30:00,2011-12-03 16:00:00
5.44,7.955,97.194,7.7529,99.0,4.515,0.3126335714285714,14.149,0.1,410.55,0.0252,0.1195,0.252,2011-12-03 16:00:00,2011-12-03 16:30:00
5.287,2.012,96.566,2.7445,99.0,4.502,0.2978914285714286,3.3982,0.1,410.67,0.0306,0.1205,0.306,2011-12-03 16:30:00,2011-12-03 17:00:00
5.814,0.187,97.385,2.1128,99.0,4.488,0.2831492857142857,3.0670594,0.1,410.62,0.0241,0.121,0.241,2011-12-03 17:00:00,2011-12-03 17:30:00
6.107,0.091,97.404,1.4811,98.913,4.475,0.2684071428571428,2.7359188000000003,0.2,410.21,0.0245,0.121,0.245,2011-12-03 17:30:00,2011-12-03 18:00:00
5.599,0.09,96.215,2.601,98.9,4.461,0.253665,2.4047782,0.0,409.97,0.0344,0.122,0.344,2011-12-03 18:00:00,2011-12-03 18:30:00
5.605,0.247,97.01,2.9198,98.9,4.448,0.2389228571428571,2.0736376,0.0,409.12,0.0272,0.122,0.27199999999999996,2011-12-03 18:30:00,2011-12-03 19:00:00
6.328,0.654,96.306,3.0588,98.9,4.435,0.2241807142857143,1.7424970000000002,0.0,405.3,0.0353,0.1225,0.353,2011-12-03 19:00:00,2011-12-03 19:30:00
6.642,0.609,94.38,3.1622,98.893,4.428,0.2094385714285714,1.4113564,0.0,402.82,0.055,0.1225,0.55,2011-12-03 19:30:00,2011-12-03 20:00:00
6.719,0.469,93.342,3.0337,98.893,4.422,0.1946964285714285,1.0802158,0.0,401.51,0.0654,0.122,0.654,2011-12-03 20:00:00,2011-12-03 20:30:00
6.442,0.129,93.443,3.0248,98.8,4.416,0.1799542857142857,0.7490752,0.0,401.31,0.0632,0.122,0.6320000000000001,2011-12-03 20:30:00,2011-12-03 21:00:00
6.557,0.0,92.215,3.3562,98.8,4.409,0.1652121428571428,0.4179346000000001,0.0,400.54,0.0757,0.122,0.757,2011-12-03 21:00:00,2011-12-03 21:30:00
6.236,0.0,92.985,3.0695,98.8,4.76,0.15047,0.086794,0.0,401.12,0.0667,0.122,0.6669999999999999,2011-12-03 21:30:00,2011-12-03 22:00:00
5.58,0.0,94.438,1.8342,98.8,5.227,0.37374,0.139025,0.0,403.74,0.0505,0.1215,0.505,2011-12-03 22:00:00,2011-12-03 22:30:00
5.519,0.0,93.615,0.75708,98.723,4.648,0.3849,0.1912559999999999,0.0,404.0,0.0578,0.1215,0.578,2011-12-03 22:30:00,2011-12-03 23:00:00
5.223,0.0,93.225,0.24895,98.606,4.695,0.42895,0.243487,0.0,404.72,0.06,0.1215,0.6,2011-12-03 23:00:00,2011-12-03 23:30:00
5.133,0.0,92.024,-1.185,98.556,5.728,0.42567,0.295718,0.0,405.29,0.0702,0.121,0.702,2011-12-03 23:30:00,2011-12-04 00:00:00
5.263,0.0,87.876,-0.93758,98.5,5.159,0.28104,0.347949,0.0,405.98,0.1076999999999999,0.1205,1.076999999999999,2011-12-04 00:00:00,2011-12-04 00:30:00
5.54,0.122,81.756,0.29599,98.44,3.938,0.20292,0.40018,0.0,406.16,0.1653,0.1205,1.653,2011-12-04 00:30:00,2011-12-04 01:00:00
5.639,0.0,79.392,-1.7518,98.4,2.83,0.1292,0.13242,0.0,406.16,0.188,0.12,1.88,2011-12-04 01:00:00,2011-12-04 01:30:00
5.819,0.0,82.24,-2.9277,98.39,3.14,0.28814,0.15756,0.3,405.96,0.1641,0.12,1.641,2011-12-04 01:30:00,2011-12-04 02:00:00
5.565,0.0,87.969,-1.4286,98.3,3.8,0.26559,0.1827,0.6,406.07,0.1092,0.12,1.092,2011-12-04 02:00:00,2011-12-04 02:30:00
5.344,0.0,91.757,-1.0349,98.3,3.993,0.2743,0.20784,0.8,406.18,0.0737,0.1205,0.737,2011-12-04 02:30:00,2011-12-04 03:00:00
5.054,0.0,94.267,-0.33166,98.213,3.282,0.38008,0.23298,0.5,406.35,0.0502,0.123,0.502,2011-12-04 03:00:00,2011-12-04 03:30:00
4.817,0.186,95.244,0.0048202,98.19,3.633,0.46706,0.25812,0.1,406.5,0.0409999999999999,0.125,0.409999999999999,2011-12-04 03:30:00,2011-12-04 04:00:00
5.429,0.312,93.042,-0.41148,98.107,4.006,0.49736,0.28326,0.0,405.78,0.0626,0.126,0.626,2011-12-04 04:00:00,2011-12-04 04:30:00
5.651,0.074,92.641,-0.69381,98.077,5.118,0.45382,0.3084,0.0,405.74,0.0672,0.1255,0.6719999999999999,2011-12-04 04:30:00,2011-12-04 05:00:00
5.66,0.038,93.906,-0.41255,98.0,3.6,0.41028,0.33354,0.1,405.39,0.0557,0.125,0.5569999999999999,2011-12-04 05:00:00,2011-12-04 05:30:00
6.234,0.0,95.854,-0.3869,98.0,4.243,0.54002,0.35868,0.3,404.95,0.0394,0.125,0.39399999999999996,2011-12-04 05:30:00,2011-12-04 06:00:00
6.679,0.083,96.361,-0.57425,98.0,4.28,0.68185,0.38382,0.2,403.85,0.0356999999999999,0.125,0.356999999999999,2011-12-04 06:00:00,2011-12-04 06:30:00
7.056,0.05,96.154,-0.67514,98.0,3.701,0.61886,0.40896,0.1,402.74,0.0387,0.1255,0.387,2011-12-04 06:30:00,2011-12-04 07:00:00
7.57,0.066,96.629,-0.77727,98.0,3.789,0.56354,0.6688733333333334,0.2,401.81,0.0351,0.1255,0.351,2011-12-04 07:00:00,2011-12-04 07:30:00
6.928,0.249,95.256,-0.26064,98.0,3.889,0.57919,0.9287866666666668,0.0,401.29,0.0472999999999999,0.1255,0.472999999999999,2011-12-04 07:30:00,2011-12-04 08:00:00
7.627,0.895,96.556,0.44012,98.0,4.409,0.84073,1.1887,0.1,400.68,0.036,0.1255,0.36,2011-12-04 08:00:00,2011-12-04 08:30:00
7.856,4.526,97.551,3.5562,98.0,3.997,0.823564375,8.9643,0.6,400.37,0.026,0.125,0.26,2011-12-04 08:30:00,2011-12-04 09:00:00
7.813,8.632,97.2,7.3334,98.0,3.644,0.8063987499999999,18.751,0.0,400.36,0.0296999999999999,0.127,0.296999999999999,2011-12-04 09:00:00,2011-12-04 09:30:00
8.145,20.081,97.446,17.798,98.0,3.291,0.789233125,44.34,0.4,400.22,0.0277,0.1275,0.27699999999999997,2011-12-04 09:30:00,2011-12-04 10:00:00
8.45,12.251,97.82,9.5054,98.02,2.939,0.7720675,26.802,0.1,400.14,0.0241,0.1275,0.241,2011-12-04 10:00:00,2011-12-04 10:30:00
7.649,7.717,96.693,5.4251,98.1,2.96,0.754901875,17.88,0.0,403.17,0.0346,0.1285,0.346,2011-12-04 10:30:00,2011-12-04 11:00:00
5.594,25.818,96.733,21.436,98.177,2.981,0.73773625,58.931,0.3,408.3,0.0296999999999999,0.128,0.296999999999999,2011-12-04 11:00:00,2011-12-04 11:30:00
4.627,26.182,97.126,21.997,98.2,3.002,0.720570625,63.327,0.0,408.69,0.0243999999999999,0.1275,0.243999999999999,2011-12-04 11:30:00,2011-12-04 12:00:00
4.319,32.71,97.358,27.047,98.213,3.023,0.7034050000000001,74.415,0.0,409.27,0.022,0.1275,0.21999999999999997,2011-12-04 12:00:00,2011-12-04 12:30:00
3.722,43.997,97.152,57.668000000000006,98.3,3.044,0.686239375,98.37,0.0,409.06,0.0227,0.127,0.227,2011-12-04 12:30:00,2011-12-04 13:00:00
3.389,103.19,95.667,88.289,98.3,3.065,0.66907375,216.34,0.0,406.93,0.0338,0.1265,0.33799999999999997,2011-12-04 13:00:00,2011-12-04 13:30:00
3.234,48.964,93.234,37.607,98.357,3.027,0.6519081250000001,105.73,0.0,406.13,0.0521,0.126,0.521,2011-12-04 13:30:00,2011-12-04 14:00:00
3.272,27.343,92.282,17.272,98.4,2.989,0.6347425,60.635,0.0,404.84,0.0596,0.1255,0.596,2011-12-04 14:00:00,2011-12-04 14:30:00
3.331,30.995,90.703,18.885,98.437,2.951,0.617576875,67.249,0.0,403.29,0.0721,0.125,0.721,2011-12-04 14:30:00,2011-12-04 15:00:00
3.315,32.073,90.225,18.934,98.5,2.912,0.6004112500000001,67.403,0.0,401.92,0.0758,0.1245,0.758,2011-12-04 15:00:00,2011-12-04 15:30:00
3.237,24.531,90.031,12.947,98.547,2.874,0.583245625,49.826,0.0,401.1,0.0768,0.1245,0.7679999999999999,2011-12-04 15:30:00,2011-12-04 16:00:00
3.033,18.805,87.808,3.5832,98.6,3.835,0.56608,37.727,0.0,400.09,0.0926,0.1235,0.926,2011-12-04 16:00:00,2011-12-04 16:30:00
2.788,7.261,87.515,-5.4923,98.683,4.175,0.67128,12.277,0.0,399.19,0.0932,0.123,0.932,2011-12-04 16:30:00,2011-12-04 17:00:00
2.617,0.609,85.975,-11.154,98.767,4.416,0.72519,1.3915,0.1,398.69,0.1035,0.123,1.035,2011-12-04 17:00:00,2011-12-04 17:30:00
2.431,0.0,84.679,-10.045,98.833,4.014,0.60593,0.1323,0.0,398.98,0.1115,0.122,1.115,2011-12-04 17:30:00,2011-12-04 18:00:00
2.207,0.0,85.373,-10.982,98.9,3.894,0.45673,0.23219,0.0,399.45,0.1048,0.122,1.048,2011-12-04 18:00:00,2011-12-04 18:30:00
1.951,0.0,85.781,-9.1711,98.91,4.418,0.69901,0.18903175,0.0,399.14,0.1,0.1215,1.0,2011-12-04 18:30:00,2011-12-04 19:00:00
1.692,0.0,86.692,-8.1324,99.0,4.084,0.66975,0.1458735,0.0,398.82,0.0919,0.121,0.9189999999999999,2011-12-04 19:00:00,2011-12-04 19:30:00
1.409,0.0,87.135,-7.9233,99.087,3.9,0.64522,0.10271525,0.0,398.67,0.087,0.1205,0.8699999999999999,2011-12-04 19:30:00,2011-12-04 20:00:00
0.815,0.0,87.4,-8.1614,99.133,4.596,0.7001,0.059557,0.0,398.53,0.0817,0.1205,0.817,2011-12-04 20:00:00,2011-12-04 20:30:00
0.465,0.0,87.647,-8.3562,99.2,4.076,0.62813,0.1510235,0.0,398.42,0.0781,0.1195,0.781,2011-12-04 20:30:00,2011-12-04 21:00:00
0.351,0.0,86.226,-8.4555,99.22,4.382,0.66523,0.24249,0.0,398.24,0.0863,0.1195,0.863,2011-12-04 21:00:00,2011-12-04 21:30:00
0.097,0.0,85.882,-8.4722,99.3,4.137,0.71651,0.18548825,0.0,397.96,0.0869,0.119,0.869,2011-12-04 21:30:00,2011-12-04 22:00:00
-0.076,0.0,84.867,-14.138,99.3,5.014,0.66615,0.1284865,0.0,397.52,0.092,0.1185,0.9199999999999999,2011-12-04 22:00:00,2011-12-04 22:30:00
-0.169,0.0,85.426,-14.443,99.3,4.525,0.47772,0.07148475,0.0,397.62,0.088,0.118,0.8799999999999999,2011-12-04 22:30:00,2011-12-04 23:00:00
-0.266,0.0,84.492,-12.515,99.31,4.283,0.56385,0.014483,0.0,397.89,0.0929,0.118,0.9289999999999999,2011-12-04 23:00:00,2011-12-04 23:30:00
-0.369,0.0,83.307,-15.275,99.39,4.591,0.53034,0.34898,0.0,397.7,0.0993,0.1175,0.993,2011-12-04 23:30:00,2011-12-05 00:00:00
-0.765,0.0,89.905,-11.669,99.4,2.778,0.42136,0.42395,0.0,397.75,0.0583,0.1169999999999999,0.583,2011-12-05 00:00:00,2011-12-05 00:30:00
-0.758,0.0,93.924,-7.9561,99.47,2.539,0.37235,0.11411,0.0,397.87,0.0351,0.1169999999999999,0.351,2011-12-05 00:30:00,2011-12-05 01:00:00
-0.661,0.0,94.963,-8.2671,99.5,2.705,0.33146,0.24819,0.0,397.85,0.0293,0.1165,0.293,2011-12-05 01:00:00,2011-12-05 01:30:00
-0.857,0.0,90.429,-10.949,99.5,3.265,0.35284,0.2284,0.0,397.46,0.0549,0.1159999999999999,0.5489999999999999,2011-12-05 01:30:00,2011-12-05 02:00:00
-0.84,0.0,86.439,-12.974,99.5,2.921,0.38166,0.28373,0.0,397.31,0.0779,0.1159999999999999,0.7789999999999999,2011-12-05 02:00:00,2011-12-05 02:30:00
-0.831,0.0,85.982,-14.136,99.5,2.84,0.27906,0.504015,0.0,397.44,0.0806,0.1155,0.806,2011-12-05 02:30:00,2011-12-05 03:00:00
-0.921,0.0,86.919,-15.494,99.5,2.27,0.33675,0.7243,0.0,397.7,0.0747,0.1155,0.747,2011-12-05 03:00:00,2011-12-05 03:30:00
-0.956,0.0,86.058,-15.025,99.5,2.566,0.3471,0.3558,0.0,397.7,0.0794,0.115,0.794,2011-12-05 03:30:00,2011-12-05 04:00:00
-0.87,0.0,84.076,-13.687,99.493,2.889,0.34947,0.27834,0.0,397.69,0.0913,0.1144999999999999,0.913,2011-12-05 04:00:00,2011-12-05 04:30:00
-0.892,0.0,84.053,-13.653,99.487,2.837,0.36328,0.53128,0.0,397.84,0.0913,0.1144999999999999,0.913,2011-12-05 04:30:00,2011-12-05 05:00:00
-0.836,0.0,83.809,-15.227,99.5,2.459,0.40294,0.533955,0.0,397.83,0.0931,0.1144999999999999,0.931,2011-12-05 05:00:00,2011-12-05 05:30:00
-0.974,0.0,85.224,-14.968,99.5,2.732,0.40527,0.53663,0.0,397.73,0.0841,0.1134999999999999,0.841,2011-12-05 05:30:00,2011-12-05 06:00:00
-0.901,0.0,82.52,-16.655,99.58,2.34,0.28393,0.46623,0.0,397.73,0.1,0.1134999999999999,1.0,2011-12-05 06:00:00,2011-12-05 06:30:00
-0.912,0.0,81.705,-16.595,99.6,1.839,0.2672,0.39583,0.0,397.67,0.1046,0.1134999999999999,1.046,2011-12-05 06:30:00,2011-12-05 07:00:00
-0.906,0.0,81.988,-16.16,99.663,1.53,0.20672,0.32543,0.0,397.82,0.103,0.113,1.03,2011-12-05 07:00:00,2011-12-05 07:30:00
-0.81,0.0,80.518,-17.55,99.7,1.854,0.17726,0.84917,0.0,397.71,0.1122,0.113,1.1219999999999999,2011-12-05 07:30:00,2011-12-05 08:00:00
-0.833,4.988,79.22,-15.009,99.7,2.193,0.2613,12.327,0.0,397.7,0.1195,0.1125,1.1949999999999998,2011-12-05 08:00:00,2011-12-05 08:30:00
-0.895,19.263,79.138,-7.6789,99.7,2.064,0.21309,41.112,0.0,397.78,0.1193999999999999,0.1125,1.193999999999999,2011-12-05 08:30:00,2011-12-05 09:00:00
-0.947,30.21,79.379,-6.7453,99.7,2.392,0.23913,69.048,0.0,397.54,0.1176,0.1125,1.176,2011-12-05 09:00:00,2011-12-05 09:30:00
-0.846,88.647,79.974,44.521,99.667,2.72,0.36293,179.89,0.0,397.11,0.1149999999999999,0.1119999999999999,1.149999999999999,2011-12-05 09:30:00,2011-12-05 10:00:00
-0.889,122.97,83.238,87.987,99.657,3.263,0.49756,245.65,0.0,396.9,0.096,0.1119999999999999,0.96,2011-12-05 10:00:00,2011-12-05 10:30:00
-0.66,127.14,82.376,91.701,99.743,2.73,0.51746,256.08,0.0,396.58,0.1026,0.1115,1.026,2011-12-05 10:30:00,2011-12-05 11:00:00
-0.635,124.98,81.529,89.056,99.72,3.045,0.62821,255.29,0.0,396.34,0.1078,0.1115,1.078,2011-12-05 11:00:00,2011-12-05 11:30:00
-0.479,128.69,76.269,92.524,99.767,1.848,0.44273,263.57,0.0,395.93,0.1399999999999999,0.1115,1.399999999999999,2011-12-05 11:30:00,2011-12-05 12:00:00
-0.498,76.095,72.934,50.324,99.727,3.085,0.38058,161.76,0.0,395.43,0.1595,0.111,1.595,2011-12-05 12:00:00,2011-12-05 12:30:00
-0.587,106.35,66.765,74.754,99.727,3.745,0.66246,221.01,0.0,395.06,0.1946,0.111,1.946,2011-12-05 12:30:00,2011-12-05 13:00:00
-0.56,97.542,68.888,67.551,99.7,3.332,0.66666,203.68,0.0,395.12,0.1825,0.1105,1.825,2011-12-05 13:00:00,2011-12-05 13:30:00
-0.689,95.258,64.724,64.81,99.7,4.236,0.75686,197.47,0.0,395.01,0.205,0.1105,2.05,2011-12-05 13:30:00,2011-12-05 14:00:00
-1.029,93.213,65.605,62.613,99.7,4.955,0.7728,192.29,0.0,395.44,0.1949,0.1105,1.9489999999999998,2011-12-05 14:00:00,2011-12-05 14:30:00
-1.231,78.237,67.536,49.892,99.7,3.954,0.80892,160.86,0.0,395.35,0.1813,0.11,1.813,2011-12-05 14:30:00,2011-12-05 15:00:00
-1.609,79.816,68.912,47.74,99.75,4.599,0.80928,160.66,0.0,395.26,0.1688,0.11,1.6880000000000002,2011-12-05 15:00:00,2011-12-05 15:30:00
-2.001,56.746,69.715,23.885,99.727,3.946,0.71208,112.96,0.0,395.27,0.1598,0.11,1.5979999999999999,2011-12-05 15:30:00,2011-12-05 16:00:00
-2.436,29.44,73.261,4.1051,99.76,4.421,0.76923,57.337,0.0,395.27,0.1366,0.1094999999999999,1.366,2011-12-05 16:00:00,2011-12-05 16:30:00
-2.582,4.635,72.02,-14.836,99.8,3.922,0.71469,10.281,0.0,395.39,0.1414,0.1094999999999999,1.414,2011-12-05 16:30:00,2011-12-05 17:00:00
-2.808,0.0,73.365,-18.212,99.8,3.656,0.56412,0.3923,0.0,395.51,0.1323,0.109,1.323,2011-12-05 17:00:00,2011-12-05 17:30:00
-2.964,0.0,74.633,-16.078,99.89,3.382,0.64795,0.40758,0.0,395.67,0.1246,0.109,1.246,2011-12-05 17:30:00,2011-12-05 18:00:00
-3.212,0.0,74.941,-15.957,99.8,3.805,0.62008,0.269795,0.0,395.84,0.1207999999999999,0.109,1.2079999999999989,2011-12-05 18:00:00,2011-12-05 18:30:00
-3.416,0.0,78.783,-14.41,99.8,4.551,0.67441,0.13201,0.0,395.89,0.1006999999999999,0.109,1.006999999999999,2011-12-05 18:30:00,2011-12-05 19:00:00
-3.661,0.0,82.161,-13.705,99.8,3.731,0.63873,0.319,0.0,396.06,0.0832,0.1085,0.832,2011-12-05 19:00:00,2011-12-05 19:30:00
-3.836,0.0,81.501,-15.194,99.8,3.134,0.69945,0.50599,0.0,396.11,0.0851,0.108,0.851,2011-12-05 19:30:00,2011-12-05 20:00:00
-3.902,0.0,82.855,-15.532,99.877,2.58,0.51051,0.49822,0.0,396.22,0.0785,0.108,0.785,2011-12-05 20:00:00,2011-12-05 20:30:00
-3.942,0.0,82.263,-16.543,99.9,3.226,0.4465,0.20621,0.0,396.03,0.0809,0.108,0.8089999999999999,2011-12-05 20:30:00,2011-12-05 21:00:00
-3.985,0.0,81.652,-15.553,99.9,2.693,0.52745,0.33527,0.0,395.97,0.0834999999999999,0.108,0.834999999999999,2011-12-05 21:00:00,2011-12-05 21:30:00
-4.198,0.0,80.122,-14.496,99.9,2.694,0.5266,0.28569,0.0,395.78,0.089,0.108,0.8899999999999999,2011-12-05 21:30:00,2011-12-05 22:00:00
-4.306,0.0,79.189,-14.59,99.9,2.39,0.50918,0.56374,0.0,395.74,0.0924,0.108,0.9239999999999999,2011-12-05 22:00:00,2011-12-05 22:30:00
-4.511,0.0,79.485,-14.812,99.85,2.561,0.40581,0.9651266666666668,0.0,395.79,0.0897,0.107,0.897,2011-12-05 22:30:00,2011-12-05 23:00:00
-4.538,0.0,80.679,-12.012,99.8,2.164,0.23139,1.3665133333333332,0.0,395.88,0.0843,0.107,0.843,2011-12-05 23:00:00,2011-12-05 23:30:00
-4.539,0.0,81.844,-11.814,99.8,2.075,0.33506,1.7679,0.0,395.91,0.0792,0.107,0.792,2011-12-05 23:30:00,2011-12-06 00:00:00
-4.566,0.0,84.589,-10.993,99.8,2.831,0.33449,1.7643,0.0,395.87,0.0671,0.107,0.671,2011-12-06 00:00:00,2011-12-06 00:30:00
-4.534,0.0,87.238,-11.584,99.8,1.93,0.35965,1.7661,0.0,396.02,0.0557,0.107,0.5569999999999999,2011-12-06 00:30:00,2011-12-06 01:00:00
-4.546,0.0,88.852,-11.336,99.8,2.113,0.29648,1.7634,0.0,396.16,0.0486,0.107,0.486,2011-12-06 01:00:00,2011-12-06 01:30:00
-4.423,0.0,90.521,-10.221,99.76,2.032,0.38403,1.7659,0.0,396.36,0.0417,0.1065,0.41700000000000004,2011-12-06 01:30:00,2011-12-06 02:00:00
-4.383,0.0,91.216,-10.012,99.7,2.341,0.44146,1.7669,0.0,396.39,0.0388,0.1065,0.388,2011-12-06 02:00:00,2011-12-06 02:30:00
-4.354,0.0,91.546,-8.6563,99.7,2.42,0.35283,1.7671,0.0,396.45,0.0374,0.106,0.374,2011-12-06 02:30:00,2011-12-06 03:00:00
-4.413,0.0,91.493,-12.022,99.7,2.726,0.39294,1.7698,0.0,396.43,0.0375,0.106,0.375,2011-12-06 03:00:00,2011-12-06 03:30:00
-4.414,0.0,91.396,-11.129,99.73,2.612,0.27943,1.7688,0.0,396.53,0.0379,0.106,0.379,2011-12-06 03:30:00,2011-12-06 04:00:00
-4.336,0.0,91.526,-9.3986,99.7,2.824,0.36841,1.7699,0.0,396.63,0.0375,0.106,0.375,2011-12-06 04:00:00,2011-12-06 04:30:00
-4.402,0.0,90.759,-10.125,99.7,2.739,0.41119,1.7683,0.0,396.62,0.0407,0.106,0.40700000000000003,2011-12-06 04:30:00,2011-12-06 05:00:00
-4.438,0.0,90.646,-9.6568,99.7,2.926,0.40127,1.7651,0.0,396.64,0.0411,0.106,0.411,2011-12-06 05:00:00,2011-12-06 05:30:00
-4.404,0.0,91.504,-8.2596,99.7,2.591,0.4984,1.7533,0.0,396.7,0.0374,0.1055,0.374,2011-12-06 05:30:00,2011-12-06 06:00:00
-4.55,0.0,91.591,-9.8961,99.7,2.393,0.35933,1.7518,0.0,396.7,0.0366999999999999,0.1055,0.366999999999999,2011-12-06 06:00:00,2011-12-06 06:30:00
-4.526,0.0,90.555,-9.5885,99.7,2.417,0.41362,1.7587,0.0,396.73,0.0412,0.1055,0.41200000000000003,2011-12-06 06:30:00,2011-12-06 07:00:00
-4.493,0.0,89.48,-11.397,99.7,2.79,0.41249,1.7585,0.0,396.66,0.0461,0.1055,0.461,2011-12-06 07:00:00,2011-12-06 07:30:00
-4.516,0.0,89.308,-16.985,99.7,1.794,0.25152,1.8518,0.0,396.84,0.0467,0.105,0.46699999999999997,2011-12-06 07:30:00,2011-12-06 08:00:00
-4.548,3.204,89.778,-10.781,99.7,2.016,0.39238,7.416,0.0,396.85,0.0446,0.105,0.446,2011-12-06 08:00:00,2011-12-06 08:30:00
-4.504,7.428,89.553,-2.7589,99.7,2.391,0.34111,15.867,0.0,396.86,0.0457,0.105,0.45699999999999996,2011-12-06 08:30:00,2011-12-06 09:00:00
-4.454,14.361,89.96,4.1786,99.7,2.385,0.34744,27.524,0.0,396.94,0.0441,0.105,0.441,2011-12-06 09:00:00,2011-12-06 09:30:00
-4.489,24.277,91.742,13.698,99.7,2.464,0.34701,46.415,0.0,396.86,0.0361999999999999,0.105,0.361999999999999,2011-12-06 09:30:00,2011-12-06 10:00:00
-4.508,42.419,90.676,27.41,99.637,2.214,0.44456,79.705,0.0,396.79,0.0407999999999999,0.105,0.407999999999999,2011-12-06 10:00:00,2011-12-06 10:30:00
-4.489,51.439,90.367,36.876,99.6,2.655,0.27397,95.565,0.0,396.73,0.0422,0.1045,0.42200000000000004,2011-12-06 10:30:00,2011-12-06 11:00:00
-4.479,51.481,90.531,37.366,99.6,2.598,0.37918,96.44,0.0,396.66,0.0414999999999999,0.1045,0.414999999999999,2011-12-06 11:00:00,2011-12-06 11:30:00
-4.41,49.934,89.587,36.071,99.563,2.057,0.40757,95.05,0.0,396.6,0.0459,0.1045,0.459,2011-12-06 11:30:00,2011-12-06 12:00:00
-4.522,71.647,90.71,57.588,99.5,2.61,0.27221,130.54,0.0,396.39,0.0406,0.104,0.40599999999999997,2011-12-06 12:00:00,2011-12-06 12:30:00
-4.456,69.899,90.863,56.084,99.5,2.008,0.40958,127.37,0.0,396.42,0.0401,0.104,0.40099999999999997,2011-12-06 12:30:00,2011-12-06 13:00:00
-4.488,84.954,90.439,71.175,99.42,2.057,0.39715,152.52,0.0,396.31,0.0419,0.104,0.419,2011-12-06 13:00:00,2011-12-06 13:30:00
-4.467,88.552,89.176,74.014,99.4,1.875,0.30719,157.41,0.0,396.21,0.0475,0.104,0.475,2011-12-06 13:30:00,2011-12-06 14:00:00
-4.307,78.126,87.97,64.162,99.397,1.59,0.31198,139.18,0.0,396.2,0.0534,0.104,0.534,2011-12-06 14:00:00,2011-12-06 14:30:00
-4.277,55.52,87.889,43.226,99.303,1.705,0.30714,100.01,0.0,396.25,0.0539,0.104,0.539,2011-12-06 14:30:00,2011-12-06 15:00:00
-4.231,39.635,86.932,27.585,99.3,1.697,0.31375,71.751,0.0,396.27,0.0583999999999999,0.104,0.5839999999999991,2011-12-06 15:00:00,2011-12-06 15:30:00
-4.196,26.46,85.566,14.9,99.223,1.651,0.27354,47.765,0.0,396.27,0.0646,0.104,0.646,2011-12-06 15:30:00,2011-12-06 16:00:00
-4.171,12.244,82.519,0.1225,99.3,1.843,0.39894,23.351,0.0,396.31,0.0784,0.104,0.784,2011-12-06 16:00:00,2011-12-06 16:30:00
-4.155,2.419,81.366,-10.203,99.223,1.813,0.21256,6.4851,0.0,396.32,0.0837,0.103,0.837,2011-12-06 16:30:00,2011-12-06 17:00:00
-4.177,0.0,80.531,-14.984,99.2,1.825,0.2725,1.792,0.0,396.22,0.0873,0.103,0.873,2011-12-06 17:00:00,2011-12-06 17:30:00
-4.223,0.0,78.66,-16.738,99.2,1.917,0.22162,1.7644,0.0,395.87,0.0954,0.103,0.954,2011-12-06 17:30:00,2011-12-06 18:00:00
-4.226,0.0,73.272,-18.77,99.2,2.779,0.42558,1.7716,0.0,395.18,0.1193999999999999,0.103,1.193999999999999,2011-12-06 18:00:00,2011-12-06 18:30:00
-4.209,0.0,72.098,-18.152,99.2,1.919,0.45466,1.7861,0.0,394.92,0.1248,0.103,1.248,2011-12-06 18:30:00,2011-12-06 19:00:00
