Day of the Year (DOY),Stand transpiration (mm/h),E. parramattensis (mm/h),A. bakeri (mm/h),Radiation (W/m2),T(degC),VPD (kPa),Volumetric water content (m3/m3),Rain (mm)
52.63,0.14524,0.07344,0.08588,723,29.9,2.060906066,0.1399,0
52.65,0.15986,0.08698,0.09064,208,29,1.783669786,0.139483333,0
52.67,0.15512,0.06676,0.07848,508,29.1,1.794119547,0.139066667,0
52.69,0.15786,0.08908,0.07078,397,28.5,1.708921993,0.1385625,0
52.71,0.12615,0.08131,0.07381,304,27.9,1.679735264,0.138041667,0
52.73,0.12777,0.07844,0.07941,204,27.4,1.583624749,0.138239583,0
52.75,0.12199,0.06358,0.06257,31,26.1,1.37856687,0.1385,0
52.77,0.0768,0.06441,0.06337,2,25,1.186838454,0.138239583,0
52.79,0.04501,0.06089,0.0611,0,24.3,1.086617979,0.1380625,0
52.81,0.03567,0.0395,0.0373,0,24.1,1.199248497,0.13884375,0
52.83,0.02932,0.02316,0.02185,0,23.4,1.060879021,0.139333333,0
52.85,0.02514,0.01803,0.01764,0,21.9,0.824830011,0.138291667,0
52.88,0.02312,0.0139,0.01542,0,21.2,0.677547727,0.13755,0
52.9,0.02018,0.01174,0.0134,0,20.7,0.552549318,0.137758333,0
52.92,0.01837,0.01064,0.01248,0,20.6,0.498382745,0.137966667,0
52.94,0.01593,0.00907,0.01111,0,20.7,0.489261731,0.1375625,0
52.96,0.01393,0.00875,0.00962,0,20.4,0.434975827,0.137041667,0
52.98,0.01311,0.00783,0.0081,0,20.2,0.380113487,0.137,0
53,0.01267,0.00579,0.00815,0,20.1,0.361371042,0.137,0
53.02,0.01007,0.00566,0.00744,0,20,0.342842073,0.136739583,0
53.04,0.01256,0.00585,0.00682,0,19.7,0.270199642,0.1365,0
53.06,0.01144,0.00408,0.00599,0,19.2,0.18653928,0.1365,0
53.08,0.00825,0.00602,0.00654,0,19.1,0.163326661,0.136541667,0
53.1,0.00818,0.00529,0.00615,0,18.7,0.114137269,0.136802083,0
53.13,0.00775,0.00285,0.0054,0,18.4,0.084565719,0.1369,0
53.15,0.00807,0.00291,0.00527,0,18.1,0.083016915,0.136483333,0
53.17,0.00758,0.00291,0.00484,0,18,0.066005219,0.136066667,0
53.19,0.00745,0.00347,0.0046,0,17.6,0.054333365,0.13621875,0
53.21,0.00741,0.00316,0.00441,0,17.6,0.050308671,0.136479167,0
53.23,0.00669,0.00284,0.00461,0,17.6,0.042259284,0.139135417,0
53.25,0.00697,0.00332,0.00408,19,17.6,0.040246937,0.142,0
53.27,0.00523,0.00259,0.0041,122,18.3,0.03571976,0.142,0
53.29,0.00581,0.00279,0.00418,251,19.2,0.048855526,0.1420625,0
53.31,0.04277,0.00191,0.00332,431,21.4,0.429286915,0.14284375,0
53.33,0.07441,0.00209,0.00372,597,22.1,0.604307819,0.142791667,0
53.35,0.11854,0.023,0.01977,546,23,0.761288079,0.138364583,0
53.38,0.12743,0.03533,0.03908,613,24.5,0.851608117,0.1349,0
53.4,0.12381,0.06457,0.05397,524,25.1,0.981205667,0.134483333,0
53.42,0.14892,0.06584,0.06159,794,26.5,1.221882495,0.134066667,0
53.44,0.15563,0.06641,0.0574,749,26.7,1.29234943,0.1388125,0
53.46,0.16204,0.07399,0.07493,898,27.9,1.511011855,0.144541667,0
53.48,0.1467,0.08259,0.07303,880,28.7,1.744783695,0.139729167,0
53.5,0.16804,0.089,0.07304,908,29.2,1.978611751,0.134,0
53.52,0.16078,0.07454,0.07215,785,30.1,2.332261064,0.134,0
53.54,0.1956,0.08959,0.07845,437,30.2,2.401570866,0.133979167,0
53.56,0.16313,0.08967,0.07112,410,30.6,2.462193502,0.13371875,0
53.58,0.14712,0.10209,0.09351,64,29.4,2.034573291,0.133541667,0
53.6,0.11497,0.07418,0.08895,17,27.9,1.462269538,0.133802083,0
53.63,0.05925,0.07057,0.07654,11,25,0.852251018,0.1338,0
53.65,0.04968,0.05756,0.05741,15,22,0.518985728,0.132966667,0
53.67,0.02323,0.03005,0.0292,61,21.8,0.429438967,0.132133333,0.4
53.69,0.01737,0.02643,0.02326,68,21.6,0.370257536,0.13221875,0
53.71,0.01547,0.01157,0.01166,57,21,0.359463655,0.132479167,0
53.73,0.02673,0.00849,0.00888,58,20.9,0.421344088,0.1325,0
53.75,0.02819,0.00837,0.0071,58,21,0.39912861,0.1325,0
53.77,0.02689,0.01595,0.01078,7,20.6,0.314513383,0.132760417,0
53.79,0.01697,0.01708,0.01111,0,20,0.249551713,0.132979167,0
53.81,0.01433,0.01502,0.01187,0,20.1,0.269854999,0.13271875,0
53.83,0.01302,0.00843,0.00854,0,20,0.214567828,0.132458333,0
53.85,0.01265,0.00693,0.00739,0,19.8,0.195830698,0.132197917,0
53.88,0.01022,0.00578,0.00724,0,20,0.212235569,0.13205,0
53.9,0.01108,0.00531,0.00734,0,19.9,0.194714878,0.132258333,0
53.92,0.00996,0.0036,0.00662,0,19.7,0.132809993,0.132466667,0
53.94,0.00981,0.00506,0.00603,0,19.7,0.155708268,0.13228125,0
53.96,0.01182,0.00456,0.0054,0,19.7,0.169447233,0.132020833,0
53.98,0.00926,0.0041,0.00572,0,19.4,0.134887045,0.131520833,0
54,0.00962,0.0052,0.00662,0,19.1,0.114770086,0.131,0
54.02,0.00876,0.00375,0.00551,0,18.7,0.081834269,0.130739583,0
54.04,0.00621,0.00459,0.00503,0,18.9,0.076306016,0.1305,0
54.06,0.00644,0.00418,0.00459,0,19.1,0.099320267,0.1305,0
54.08,0.00673,0.00165,0.00455,0,18.9,0.089387047,0.130541667,0
54.1,0.00698,0.00234,0.00411,0,18.7,0.068913068,0.130802083,0
54.13,0.00594,0.00283,0.00391,0,18.7,0.060298935,0.13195,0
54.15,0.00652,0.00248,0.0045,0,18.6,0.053508201,0.135908333,0
54.17,0.0073,0.0019,0.00404,0,18.4,0.046511145,0.139866667,0
54.19,0.00749,0.00288,0.00364,0,18.2,0.039676861,0.13984375,0
54.21,0.00647,0.00328,0.00402,0,17.8,0.036672503,0.1390625,0
54.23,0.00702,0.00302,0.00446,0,17.6,0.03219755,0.139,0
54.25,0.00681,0.00315,0.00331,6,17.6,0.030185203,0.139,0
54.27,0.00566,0.00291,0.00411,77,17.8,0.024448335,0.13978125,0
54.29,0.00115,0.00275,0.00406,226,18.7,0.025842401,0.1405,0
54.31,0.02207,0.00205,0.0036,362,20.2,0.075550507,0.1405,0
54.33,0.07522,-0.00082,0.00197,443,21.4,0.401345163,0.140541667,0
54.35,0.10885,0.01034,0.01173,542,22.5,0.730467928,0.140802083,0
54.38,0.13607,0.04487,0.03035,622,25.3,1.066918482,0.14095,0
54.4,0.11846,0.05979,0.04906,691,25.5,1.131771002,0.140741667,0
54.42,0.13025,0.07652,0.05955,755,26.4,1.262687166,0.140533333,0
54.44,0.15726,0.05678,0.06168,810,27.1,1.430620316,0.1391875,0
54.46,0.14403,0.06594,0.06431,859,27.6,1.539798742,0.137625,0
54.48,0.15685,0.07524,0.08203,889,28,1.606673433,0.132947917,0
54.5,0.15641,0.06995,0.07407,899,29.1,1.798142237,0.128,0
54.52,0.14839,0.08037,0.07648,896,29.8,2.095059718,0.128,0
54.54,0.16595,0.08066,0.07575,867,30.8,2.304313622,0.1280625,0
54.56,0.15506,0.07145,0.07693,867,31.7,2.87088892,0.12884375,0
54.58,0.15657,0.082,0.08395,593,31.6,2.896320544,0.129375,0
54.6,0.1544,0.07313,0.08193,260,31,2.640942841,0.12859375,0
54.63,0.14447,0.06863,0.08794,84,30.1,2.345052258,0.1279,0
54.65,0.10976,0.07428,0.08012,75,29.6,2.253066965,0.127483333,0
54.67,0.08873,0.07133,0.07314,158,29.3,1.920999287,0.127066667,0
54.69,0.1162,0.05077,0.05899,400,29,1.715682373,0.127,0
54.71,0.13147,0.04384,0.04489,291,28.4,1.675761721,0.127,0
54.73,0.13181,0.05604,0.06016,146,27,1.503957241,0.127,0
54.75,0.09655,0.06597,0.06549,59,26.6,1.340263685,0.127,0
54.77,0.07665,0.05907,0.07274,8,25.6,1.164716805,0.127520833,0
54.79,0.04599,0.0458,0.05075,0,24.3,0.905010517,0.127958333,0
54.81,0.02931,0.03936,0.03729,0,22.3,0.606312903,0.1274375,0
54.83,0.02232,0.0231,0.02289,0,21.4,0.523272807,0.127,0
54.85,0.01738,0.01451,0.0148,0,21.4,0.535973603,0.127,0
54.88,0.01762,0.01085,0.01147,0,21,0.471021341,0.1269,0
54.9,0.01566,0.00737,0.01001,0,20.9,0.43120009,0.126483333,0
54.92,0.01521,0.00836,0.00926,0,20.3,0.346811876,0.126066667,0
54.94,0.01248,0.00751,0.00816,0,19.7,0.224403092,0.12621875,0
54.96,0.01228,0.00744,0.00778,0,19.9,0.252665735,0.126479167,0
54.98,0.0107,0.00597,0.00651,0,19.3,0.156406065,0.126260417,0
55,0.00975,0.00676,0.00552,0,19,0.100905872,0.126,0
55.02,0.00807,0.0049,0.0058,0,18.7,0.101216069,0.126260417,0
55.04,0.00774,0.00418,0.00558,0,18.9,0.098107735,0.1265,0
55.06,0.00718,0.00334,0.00474,0,18.7,0.092601935,0.1265,0
55.08,0.00771,0.0027,0.00504,0,18.6,0.079192137,0.1265,0
55.1,0.00689,0.00287,0.00432,0,18.3,0.058832546,0.1265,0
55.13,0.00627,0.00315,0.00456,0,18.4,0.052853574,0.12735,0
55.15,0.00753,0.00256,0.00433,0,18,0.045378588,0.130891667,0
55.17,0.00674,0.00241,0.00386,0,17.8,0.040747225,0.134433333,0
55.19,0.00672,0.00335,0.00417,0,17.9,0.038949544,0.13521875,0
55.21,0.00629,0.00221,0.00453,0,17.9,0.038949544,0.135479167,0
55.23,0.00586,0.00281,0.00391,0,17.6,0.034209897,0.1355,0
55.25,0.00624,0.00249,0.0038,14,17.5,0.033999088,0.1355,0
55.27,0.00463,0.00243,0.00343,106,18.3,0.029416273,0.13471875,0
55.29,0.00318,0.00219,0.00405,232,19.5,0.031667179,0.134041667,0
55.31,0.02367,0.00107,0.00356,350,20.8,0.129798418,0.1345625,0
55.33,0.07435,0.00057,0.00262,439,22,0.476834603,0.134208333,0
55.35,0.10069,0.011,0.01266,539,22.8,0.627706954,0.129260417,0
55.38,0.11413,0.04003,0.03432,618,25,0.874346414,0.1254,0
55.4,0.11015,0.05517,0.04552,693,25.9,1.045838749,0.124983333,0
55.42,0.1553,0.05754,0.05659,759,27,1.287074518,0.124566667,0
55.44,0.15925,0.05571,0.05444,815,28.3,1.493218837,0.12428125,0
55.46,0.16213,0.0811,0.07421,859,29.4,1.82988785,0.124020833,0
55.48,0.1421,0.07542,0.08383,895,30.5,2.050911616,0.124479167,0
55.5,0.16768,0.07467,0.08746,925,31.5,2.334310298,0.125,0
55.52,0.14773,0.07409,0.06801,895,32.2,2.631802626,0.125,0
55.54,0.15832,0.09574,0.07195,882,32.9,2.898988626,0.124958333,0
55.56,0.16446,0.07657,0.07116,368,32.4,2.929651007,0.1244375,0
55.58,0.1671,0.07649,0.08183,237,32.6,3.046880979,0.123875,0
55.6,0.15822,0.06524,0.09922,20,31.5,2.805794754,0.12309375,0.6
55.63,0.09454,0.07238,0.09473,6,22.6,0.508148169,0.12265,1.6
55.65,0.03616,0.06187,0.09635,176,21.7,0.307841361,0.123275,0
55.67,0.03137,0.0395,0.05504,402,26.1,0.94376216,0.1239,0
55.69,0.10954,0.01808,0.01808,294,25.9,0.762729534,0.1235625,0
55.71,0.11077,0.01817,0.0132,46,25.3,0.761625543,0.123041667,0
55.73,0.05882,0.05726,0.05228,1,24.7,0.607656977,0.122760417,1.8
55.75,0.05154,0.04993,0.06084,0,20.4,0.193588143,0.1225,25.8
55.77,0.02881,0.0315,0.02732,0,19.6,0.065999492,0.1225,1.4
55.79,0.01136,0.02932,0.02222,0,19.8,0.057597264,0.1225625,0.2
55.81,0.00466,0.01114,0.01767,0,19.9,0.053314788,0.12334375,0
55.83,0.00435,0.00675,0.00461,0,20,0.051309698,0.123916667,0
55.85,0.00474,0.00116,0.00351,0,20,0.04664518,0.123395833,0
55.88,0.00598,0.00035,0.004,0,20,0.04664518,0.1229,0
55.9,0.00641,0.00092,0.00382,0,20.1,0.044584739,0.122483333,0
55.92,0.00676,0.00222,0.00376,0,20,0.044312921,0.122066667,0
55.94,0.00432,0.00268,0.00373,0,20,0.041980662,0.122,0
55.96,0.00472,0.0022,0.00455,0,19.9,0.039406583,0.122,0
55.98,0.00629,0.00107,0.00324,0,19.9,0.037088548,0.122479167,0
56,0.00445,0.00077,0.00395,0,20.2,0.037775253,0.123,0
56.02,0.00522,0.00238,0.00391,0,20.2,0.037775253,0.122739583,0
56.04,0.00568,0.00175,0.0027,0,20.1,0.039891609,0.122479167,0
56.06,0.0053,0.00202,0.0032,0,20.2,0.037775253,0.12221875,0
56.08,0.00556,0.00244,0.00324,0,20.2,0.037775253,0.122125,0
56.1,0.00476,0.00205,0.00324,0,20.1,0.039891609,0.12290625,0
56.13,0.0051,0.00197,0.00358,0,20.2,0.040136207,0.1236,0
56.15,0.00561,0.00125,0.00352,0,20.2,0.04249716,0.124016667,0
56.17,0.006,0.00196,0.00314,0,20.1,0.05866413,0.124433333,0
56.19,0.00681,0.00221,0.0034,0,20.1,0.086822913,0.1245,0
56.21,0.00689,0.00249,0.00351,0,20.2,0.09916004,0.1245,0
56.23,0.00661,0.00343,0.00338,0,20.2,0.132213387,0.124260417,0
56.25,0.00815,0.00288,0.00401,14,20.4,0.246167639,0.124,0
56.27,0.0122,0.00292,0.00369,39,20.8,0.352659852,0.125041667,0
56.29,0.02216,0.00368,0.00447,87,21,0.436314505,0.125979167,0
56.31,0.03972,0.00577,0.00643,81,20.9,0.453376095,0.12571875,0
56.33,0.05159,0.0114,0.01076,217,21.6,0.578527399,0.125625,0
56.35,0.08192,0.02047,0.01925,216,21.8,0.629843818,0.12640625,0
56.38,0.08815,0.02695,0.02464,106,21.4,0.589316948,0.1269,0
56.4,0.08128,0.0414,0.04052,147,21.5,0.633801709,0.126483333,0
56.42,0.08534,0.04394,0.04421,107,21.4,0.637579974,0.126066667,0
56.44,0.08372,0.0403,0.04099,98,21.5,0.674692142,0.12665625,0
56.46,0.08355,0.04305,0.04229,96,21.5,0.651691274,0.1274375,0
56.48,0.08238,0.04279,0.04093,96,21.8,0.668883724,0.127739583,0
56.5,0.08324,0.04239,0.04116,88,21.7,0.677768374,0.128,0
56.52,0.08478,0.04166,0.04072,152,22,0.695493564,0.127479167,0
56.54,0.09256,0.042,0.04124,176,22.2,0.725312786,0.1270625,0
56.56,0.09602,0.04344,0.04134,103,22.1,0.7235791,0.12784375,0
56.58,0.08236,0.04647,0.04608,49,22,0.682321338,0.1285,0
56.6,0.07503,0.04736,0.04866,62,21.9,0.717471184,0.1285,0
56.63,0.06957,0.04023,0.04213,39,21.8,0.684499687,0.1286,0
56.65,0.05735,0.03669,0.03834,73,21.1,0.493852533,0.129016667,0
56.67,0.02059,0.0336,0.03597,61,20.3,0.147276276,0.129433333,0.2
56.69,0.01099,0.0268,0.03055,57,20,0.121277468,0.1290625,0.8
56.71,0.00763,0.00888,0.0117,30,19.9,0.095039405,0.128541667,0
56.73,0.00736,0.00488,0.00612,38,19.8,0.096763404,0.128739583,0
56.75,0.00819,0.00335,0.00428,45,19.8,0.089851732,0.129,0
56.77,0.00752,0.0039,0.00346,12,19.8,0.087547842,0.129260417,0
56.79,0.00641,0.00431,0.00389,0,19.7,0.080143962,0.1295,0
56.81,0.00713,0.00394,0.00358,0,19.6,0.079654559,0.1295,0
56.83,0.00695,0.00301,0.0034,0,19.7,0.084723617,0.129458333,0
56.85,0.00824,0.00363,0.00351,0,19.6,0.091033782,0.129197917,0
56.88,0.0082,0.00374,0.00321,0,19.5,0.108573184,0.12905,0
56.9,0.01018,0.00413,0.00411,0,19.6,0.143378206,0.129258333,0
56.92,0.01008,0.00396,0.00424,0,19.8,0.191222917,0.129466667,0
56.94,0.01092,0.00527,0.00491,0,19.9,0.250347701,0.1295,0.2
56.96,0.01214,0.00456,0.00552,0,19.8,0.234996838,0.1295,1.8
56.98,0.01083,0.00509,0.00583,0,19.1,0.103734501,0.1295,1
57,0.00638,0.00547,0.00667,0,19.1,0.070627745,0.1295,0.2
57.02,0.00508,0.00481,0.00603,0,19.1,0.05959216,0.129760417,2.2
57.04,0.0032,0.00275,0.00363,0,19,0.04825933,0.129958333,0.4
57.06,0.00312,0.00177,0.00331,0,19.1,0.044142341,0.1294375,0
57.08,0.00089,0.00141,0.00179,0,19.1,0.039728107,0.129041667,0.4
57.1,0.00128,0.00099,0.00213,0,19.2,0.037751997,0.129302083,0
57.13,0.00082,0.00054,0.00035,0,19.3,0.035749958,0.12955,0
57.15,0.00347,0.00062,0.00066,0,19.3,0.044687447,0.129758333,0
57.17,0.00332,0.0002,0.00062,0,19.2,0.059959054,0.129966667,0
57.19,0.00525,0.0025,0.00097,0,19.2,0.106593874,0.13021875,0
57.21,0.0074,0.00229,0.00103,0,19.2,0.157670106,0.130479167,0
57.23,0.00908,0.00365,0.0016,0,19.3,0.19885914,0.130739583,0
57.25,0.0109,0.00411,0.00329,8,19.3,0.20779663,0.131,0
57.27,0.01313,0.00509,0.00399,21,19.5,0.285004609,0.131260417,0
57.29,0.0216,0.00577,0.00512,35,19.7,0.327445329,0.1315,0
57.31,0.02928,0.0071,0.00603,186,20.2,0.401362067,0.1315,0
57.33,0.05666,0.01279,0.0088,402,21.1,0.573667084,0.131625,0
57.35,0.08932,0.01673,0.01255,376,21.4,0.703624115,0.13240625,0
57.38,0.11454,0.03079,0.02587,483,22,0.958938096,0.1332,0
57.4,0.16398,0.04717,0.04215,664,22.6,1.133771452,0.134033333,0
57.42,0.12587,0.05968,0.05486,726,24.2,1.284701196,0.134866667,0
57.44,0.12934,0.08514,0.07884,640,24.1,1.300930414,0.135,0
57.46,0.15825,0.06461,0.06127,566,24.4,1.391571594,0.135,0
57.48,0.14981,0.06606,0.06329,894,25.1,1.530553823,0.135239583,0
57.5,0.14256,0.06955,0.08869,450,24.9,1.393117032,0.1355,0
57.52,0.15495,0.0751,0.07471,386,24.8,1.300589474,0.136541667,0
57.54,0.14229,0.07468,0.06788,193,23.3,1.026000119,0.137520833,0
57.56,0.11868,0.07083,0.08413,219,22.6,0.819593821,0.13778125,0
57.58,0.10319,0.0677,0.07459,127,22.1,0.728880045,0.138,0
57.6,0.09407,0.05767,0.06101,117,21.9,0.727945216,0.138,0
57.63,0.08628,0.05126,0.05194,98,20.4,0.437365804,0.13805,0
57.65,0.06021,0.04759,0.04647,121,20.8,0.585317394,0.138258333,0
57.67,0.08389,0.0454,0.04088,115,21.1,0.758238233,0.138466667,0
57.69,0.09017,0.0321,0.0281,81,21.2,0.79549122,0.1385,0
57.71,0.085,0.04649,0.0374,59,21.1,0.798145509,0.1385,0
57.73,0.06289,0.04894,0.04123,10,20.2,0.498161154,0.1385,0
57.75,0.03226,0.04682,0.03818,0,20.1,0.459926781,0.1385,0.2
57.77,0.01874,0.03563,0.02726,0,18.9,0.146071516,0.139020833,3
57.79,0.01047,0.01719,0.01507,0,18.7,0.066759535,0.1395625,1.2
57.81,0.00708,0.00919,0.00955,0,18.6,0.051367873,0.14034375,1.8
57.83,0.00226,0.00531,0.00516,0,18.7,0.045224201,0.140958333,1
57.85,0.0019,0.00262,0.00446,0,18.7,0.043070668,0.140697917,0.8
57.88,-0.00071,0.00113,0.00112,0,18.6,0.042806561,0.1406,0.2
57.9,0.00149,0.00108,0.00083,0,18.6,0.042806561,0.141016667,0.2
57.92,0.0003,-0.00075,0.00004,0,18.6,0.044946889,0.141433333,0
57.94,0.00052,0.00093,0.00057,0,18.7,0.043070668,0.1436875,0
57.96,0.00081,-0.0003,0.0006,0,18.8,0.045503105,0.146291667,0.6
57.98,0.00155,0.00071,-0.00019,0,18.9,0.043603438,0.149375,0.8
58,0.00058,0.00098,-0.00017,0,18.9,0.043603438,0.1525,0.2
58.02,-0.00047,0.00114,0.00041,0,19,0.041678512,0.15484375,0.6
58.04,0.00168,0.00066,-0.00008,0,18.8,0.041169476,0.1571875,0
58.06,0.00044,-0.00051,0.00004,0,18.9,0.039243094,0.15953125,0
58.08,0.00124,0.00123,0.00045,0,18.9,0.043603438,0.161666667,0
58.1,0.00231,0.0003,0.00014,0,19,0.04825933,0.162708333,0
58.13,0.00255,0.00119,0.00005,0,19.1,0.048556575,0.16375,0
58.15,0.0037,0.0015,0.00081,0,19.1,0.052970809,0.164791667,0
58.17,0.00333,0.00144,0.00111,0,19.3,0.053624937,0.165833333,0
58.19,0.00427,0.00259,0.00111,0,19.4,0.051706701,0.16621875,0
58.21,0.00467,0.0019,0.00143,0,19.5,0.054286592,0.166479167,0
58.23,0.00436,0.00244,0.00184,0,19.5,0.054286592,0.166979167,0
58.25,0.00481,0.00272,0.00195,9,19.6,0.047792735,0.1675,0
58.27,0.00407,0.00197,0.0024,29,19.7,0.048086377,0.16828125,0
58.29,0.00615,0.00246,0.00235,68,19.9,0.057950857,0.169041667,0
58.31,0.01167,0.00214,0.00193,73,19.9,0.088085302,0.1695625,0
58.33,0.0123,0.00326,0.00289,86,20,0.114280691,0.170041667,0
58.35,0.01851,0.00756,0.0041,185,20.3,0.128272886,0.170302083,0
58.38,0.03486,0.00783,0.00447,315,20.9,0.253792053,0.17045,0
58.4,0.06538,0.01185,0.00666,323,21.2,0.414056944,0.170241667,0
58.42,0.09085,0.02116,0.01371,452,22.2,0.557317545,0.170033333,0
58.44,0.11412,0.03564,0.02974,448,23,0.649333949,0.17,0
58.46,0.12176,0.04916,0.0417,916,24.1,0.858315009,0.17,0
58.48,0.14224,0.05767,0.05645,736,24.5,0.922064904,0.17503125,0
58.5,0.13016,0.0621,0.05967,957,25.2,1.006256245,0.1805,0
58.52,0.1548,0.06669,0.07555,591,25.1,0.981205667,0.175291667,0
58.54,0.16006,0.07032,0.05984,679,25.9,1.079145716,0.1705,0
58.56,0.17366,0.07355,0.08125,685,26.5,1.225334141,0.1705,0
58.58,0.15524,0.08293,0.07712,658,26.2,1.213864299,0.170416667,0
58.6,0.1417,0.08348,0.09017,179,25.9,1.162413132,0.169895833,0
58.63,0.12267,0.07907,0.07617,101,25.8,1.10253521,0.16955,0
58.65,0.10616,0.07442,0.06729,593,25.4,0.853475082,0.169758333,0
58.67,0.14356,0.05846,0.06421,440,25.9,0.989216906,0.169966667,0
58.69,0.1431,0.05304,0.05313,355,25.4,0.943995166,0.17,0
58.71,0.12628,0.07566,0.0679,232,24.9,0.86912932,0.17,0
58.73,0.11601,0.0814,0.0617,68,24.5,0.830164747,0.173833333,0
58.75,0.08562,0.06895,0.05733,13,24.2,0.773227652,0.178,0
58.77,0.05671,0.05997,0.05604,2,23.5,0.663452758,0.178,0
58.79,0.03896,0.04384,0.04178,0,23,0.62414427,0.177625,0
58.81,0.0274,0.02957,0.02715,0,21.7,0.530314949,0.1729375,0
58.83,0.02127,0.0202,0.01875,0,21,0.39664955,0.169625,0
58.85,0.01703,0.01388,0.01353,0,20.9,0.322784067,0.17353125,0
58.88,0.01592,0.01103,0.01025,0,21,0.312361521,0.17655,0
58.9,0.01373,0.00906,0.00797,0,20.8,0.254698782,0.176758333,0
58.92,0.01095,0.0082,0.00771,0,20.8,0.215514354,0.176966667,0
58.94,0.01133,0.00674,0.00699,0,20.8,0.235106568,0.17678125,0
58.96,0.01141,0.00527,0.00568,0,20.8,0.235106568,0.176520833,0
58.98,0.01284,0.00558,0.00575,0,20.5,0.180346017,0.17578125,0
59,0.01035,0.00492,0.00649,0,20.1,0.122021391,0.175,0
59.02,0.00826,0.00629,0.00655,0,20,0.109616173,0.175,0
59.04,0.00816,0.00505,0.00531,0,19.8,0.089851732,0.175,0
59.06,0.00818,0.00381,0.00444,0,19.9,0.083449234,0.175,0
59.08,0.00881,0.00389,0.00427,0,19.9,0.097357439,0.174791667,0
59.1,0.00846,0.00382,0.00435,0,19.7,0.082433789,0.173489583,0
59.13,0.00676,0.00417,0.00464,0,19.6,0.07510287,0.1726,0
59.15,0.0084,0.00395,0.00452,0,19.4,0.062947288,0.173016667,0
59.17,0.0071,0.00268,0.00409,0,19.1,0.048556575,0.173433333,0
59.19,0.00691,0.00383,0.00457,0,18.9,0.041423266,0.1735,0
59.21,0.0064,0.00301,0.00409,0,18.9,0.037062922,0.1735,0
59.23,0.00606,0.00297,0.00394,0,19.1,0.033106756,0.173020833,0
59.25,0.00621,0.00269,0.00371,5,18.9,0.032702578,0.1725,0
59.27,0.00515,0.00245,0.00362,35,19.1,0.028692522,0.172760417,0
59.29,0.00512,0.00256,0.00365,100,19.8,0.027646687,0.173,0
59.31,0.00403,0.00218,0.00296,135,20.2,0.047219067,0.173,0
59.33,0.02515,0.00211,0.00301,265,21,0.200803835,0.173083333,0
59.35,0.07177,0.00198,0.00205,493,21.9,0.458238895,0.173604167,0
59.38,0.1185,0.01521,0.00994,584,22.5,0.54852982,0.17405,0
59.4,0.11677,0.04035,0.03142,761,24.4,0.803883809,0.174258333,0
59.42,0.12449,0.06593,0.05257,807,25.4,0.911666565,0.174466667,0
59.44,0.14755,0.0567,0.06007,847,25.8,0.989964047,0.17384375,0
59.46,0.14886,0.06032,0.06417,835,26.3,1.146060467,0.1730625,0
59.48,0.15472,0.07343,0.07412,874,27.1,1.262522429,0.17371875,0
59.5,0.15816,0.06927,0.07959,266,26.8,1.191109607,0.1745,0
59.52,0.14083,0.07338,0.08134,128,26.4,1.139163421,0.173979167,0
59.54,0.11281,0.08898,0.06918,24,24.8,0.701756911,0.173479167,0
59.56,0.06082,0.06632,0.07451,53,21.9,0.277561845,0.17321875,0.4
59.58,0.02098,0.0547,0.0581,1000,22.8,0.553045775,0.172833333,0
59.6,0.0842,0.0323,0.02852,139,24.4,0.892189228,0.171791667,0
59.63,0.0871,0.00912,0.01186,105,23.7,0.697770351,0.17095,0
59.65,0.08051,0.04505,0.03914,182,22.7,0.577197074,0.170741667,0
59.67,0.0757,0.04644,0.04065,543,22.5,0.567538279,0.170533333,0
59.69,0.09995,0.04419,0.03632,110,22.4,0.537121163,0.17071875,0
59.71,0.07123,0.0422,0.0335,61,21.5,0.396126068,0.170979167,0
59.73,0.04679,0.05204,0.04791,29,20.5,0.264507492,0.17028125,0.2
59.75,0.02324,0.03965,0.03159,16,20.3,0.161528819,0.1695,0.6
59.77,0.01133,0.02515,0.02164,2,20.3,0.085515257,0.169239583,0
59.79,0.0087,0.01159,0.01165,0,20.2,0.089716227,0.169020833,0.6
59.81,0.00732,0.00558,0.00574,0,20.2,0.066106693,0.16928125,0
59.83,0.00573,0.00462,0.00408,0,19.8,0.059901155,0.169458333,0
59.85,0.00789,0.00341,0.00392,0,19.8,0.057597264,0.169197917,0
59.88,0.00777,0.00244,0.0033,0,19.7,0.059535514,0.169,0
59.9,0.00609,0.004,0.00389,0,19.6,0.056896114,0.169,0
59.92,0.00563,0.00416,0.00361,0,19.2,0.04663482,0.169,0
59.94,0.0058,0.00266,0.00343,0,19.2,0.037751997,0.16878125,0
59.96,0.00636,0.00216,0.00347,0,18.9,0.03488275,0.168520833,0
59.98,0.0065,0.00202,0.00378,0,19.2,0.03108988,0.168260417,0
60,0.00475,0.00264,0.00372,0,19.3,0.031281213,0.168,0
60.02,0.0047,0.00318,0.00332,0,19.2,0.026648469,0.167739583,0
60.04,0.00477,0.00184,0.00291,0,19.3,0.026812468,0.167520833,0
60.06,0.00602,0.00169,0.00301,0,19.2,0.026648469,0.16778125,0
60.08,0.00484,0.00212,0.00265,0,19,0.024129665,0.167958333,0
60.1,0.00523,0.00257,0.00344,0,19.5,0.022619413,0.167697917,0
60.13,0.00529,0.00143,0.00341,0,19.6,0.022758445,0.16755,0
60.15,0.00473,0.00227,0.00296,0,19.6,0.022758445,0.167758333,0
